female,cg,sc,hsg,mw,so,we,ne,exp1,exp2,exp3,wage
0,0,1,0,0,0,0,1,24.5,6.0025,14.706125,19.11585366
0,1,0,0,0,0,0,1,11,1.21,1.331,16.61585625
0,0,0,1,0,0,0,1,6,0.36,0.216,16.03125
1,0,0,1,0,0,0,1,13,1.69,2.197,10.33125
0,0,1,0,0,0,0,1,6.5,0.4225,0.274625,11.875
0,0,1,0,0,0,0,1,13.5,1.8225,2.460375,20.748
1,0,0,1,0,0,0,1,21,4.41,9.261,15.675
1,0,1,0,0,0,0,1,6.5,0.4225,0.274625,7.8375
1,0,1,0,0,0,0,1,4.5,0.2025,0.091125,6.850961538
0,0,0,1,0,0,0,1,24,5.76,13.824,13.338
1,1,0,0,0,0,0,1,17,2.89,4.913,17.8125
0,0,1,0,0,0,0,1,11.5,1.3225,1.520875,19.95
1,0,1,0,0,0,0,1,9.5,0.9025,0.857375,12.825
0,1,0,0,0,0,0,1,10,1,1,25.90909091
0,0,1,0,0,0,0,1,5.5,0.3025,0.166375,11.856
0,0,0,1,0,0,0,1,8,0.64,0.512,10.6875
0,1,0,0,0,0,0,1,10,1,1,23.11666667
1,1,0,0,0,0,0,1,10,1,1,17.1
1,0,0,1,0,0,0,1,12,1.44,1.728,23.15625
1,0,1,0,0,0,0,1,21.5,4.6225,9.938375,14.535
1,0,1,0,0,0,0,1,16,2.56,4.096,15.83333333
1,0,1,0,0,0,0,1,17.5,3.0625,5.359375,11.4
1,0,1,0,0,0,0,1,4.5,0.2025,0.091125,10.6875
0,1,0,0,0,0,0,1,2,0.04,0.008,11.25
0,1,0,0,0,0,0,1,23,5.29,12.167,26.7194625
0,1,0,0,0,0,0,1,15,2.25,3.375,25.65
1,1,0,0,0,0,0,1,16,2.56,4.096,28.5
0,1,0,0,0,0,0,1,23,5.29,12.167,44.53125
0,1,0,0,0,0,0,1,8,0.64,0.512,20.6625
1,0,1,0,0,0,0,1,4.5,0.2025,0.091125,12.46875
1,1,0,0,0,0,0,1,11,1.21,1.331,15.675
1,0,0,1,0,0,0,1,12,1.44,1.728,8.19375
1,0,1,0,0,0,0,1,11.5,1.3225,1.520875,6.05625
0,0,0,1,0,0,0,1,7,0.49,0.343,11.2396875
1,1,0,0,0,0,0,1,10,1,1,10.6875
0,0,1,0,0,0,0,1,14,1.96,2.744,16.3875
1,0,0,1,0,0,0,1,18,3.24,5.832,14.25
1,0,0,1,0,0,0,1,21,4.41,9.261,5.7
0,1,0,0,0,0,0,1,11,1.21,1.331,28.5
1,1,0,0,0,0,0,1,3,0.09,0.027,13.5375
0,1,0,0,0,0,0,1,4,0.16,0.064,12.1125
0,1,0,0,0,0,0,1,8,0.64,0.512,14.25
1,1,0,0,0,0,0,1,3,0.09,0.027,7.8375
0,0,0,1,0,0,0,1,34,11.56,39.304,8.55
0,0,0,1,0,0,0,1,28,7.84,21.952,15.675
0,0,0,1,0,0,0,1,14,1.96,2.744,13.89375
0,1,0,0,0,0,0,1,24,5.76,13.824,18.88125
0,0,1,0,0,0,0,1,5,0.25,0.125,11.4
0,0,1,0,0,0,0,1,24,5.76,13.824,16.03125
1,0,0,1,0,0,0,1,19,3.61,6.859,20.6625
0,0,1,0,0,0,0,1,9,0.81,0.729,11.75625
1,1,0,0,0,0,0,1,3,0.09,0.027,12.66666667
1,0,1,0,0,0,0,1,12,1.44,1.728,8.90625
0,0,1,0,0,0,0,1,14.5,2.1025,3.048625,26.71875
1,0,1,0,0,0,0,1,4.5,0.2025,0.091125,8.90625
0,0,0,1,0,0,0,1,11,1.21,1.331,8.9069625
1,0,0,1,0,0,0,1,9,0.81,0.729,4.275
0,0,0,1,0,0,0,1,9,0.81,0.729,8.90625
1,0,0,1,0,0,0,1,32,10.24,32.768,0.211714286
1,1,0,0,0,0,0,1,7,0.49,0.343,19.59375
1,1,0,0,0,0,0,1,7,0.49,0.343,14.25
1,1,0,0,0,0,0,1,14,1.96,2.744,16.625
0,0,0,1,0,0,0,1,30,9,27,9.9244125
0,1,0,0,0,0,0,1,20,4,8,24.9375
1,1,0,0,0,0,0,1,7,0.49,0.343,41.45454545
1,0,1,0,0,0,0,1,7.5,0.5625,0.421875,8.90625
1,1,0,0,0,0,0,1,19,3.61,6.859,14.25
0,0,0,1,0,0,0,1,23,5.29,12.167,9.975
1,0,1,0,0,0,0,1,26.5,7.0225,18.609625,21.375
0,0,0,1,0,0,0,1,15,2.25,3.375,28.5
0,0,1,0,0,0,0,1,29.5,8.7025,25.672375,25.65
1,1,0,0,0,0,0,1,11,1.21,1.331,30
0,0,0,1,0,0,0,1,15,2.25,3.375,4.857954545
0,1,0,0,0,0,0,1,6,0.36,0.216,28.5
0,1,0,0,0,0,0,1,7,0.49,0.343,14.25
1,1,0,0,0,0,0,1,4,0.16,0.064,7.125
0,0,0,1,0,0,0,1,14,1.96,2.744,11.4
0,0,1,0,0,0,0,1,29.5,8.7025,25.672375,13.18125
0,0,0,1,0,0,0,1,31,9.61,29.791,27.3125
1,1,0,0,0,0,0,1,17,2.89,4.913,7.125
1,1,0,0,0,0,0,1,6,0.36,0.216,19
1,1,0,0,0,0,0,1,20,4,8,17.8125
1,0,1,0,0,0,0,1,15.5,2.4025,3.723875,9.975
0,0,1,0,0,0,0,1,11.5,1.3225,1.520875,9.772242857
1,1,0,0,0,0,0,1,2,0.04,0.008,17.1
0,0,0,1,0,0,0,1,22,4.84,10.648,8.90625
1,0,0,1,0,0,0,1,13,1.69,2.197,17.8125
0,1,0,0,0,0,0,1,11,1.21,1.331,31.35
0,1,0,0,0,0,0,1,19,3.61,6.859,16.03125
1,0,0,1,0,0,0,1,22,4.84,10.648,14.9625
1,1,0,0,0,0,0,1,31,9.61,29.791,17.97058824
0,1,0,0,0,0,0,1,6,0.36,0.216,14.9625
1,0,1,0,0,0,0,1,8.5,0.7225,0.614125,14.9625
0,1,0,0,0,0,0,1,3,0.09,0.027,21.375
0,0,0,1,0,0,0,1,18,3.24,5.832,16.96428571
0,0,0,1,0,0,0,1,6,0.36,0.216,11.0444625
1,0,1,0,0,0,0,1,33.5,11.2225,37.595375,14.25
0,1,0,0,0,0,0,1,24,5.76,13.824,19
0,1,0,0,0,0,0,1,4,0.16,0.064,20.35714286
1,1,0,0,0,0,0,1,3,0.09,0.027,7.125
1,1,0,0,0,0,0,1,26,6.76,17.576,26.17346939
1,1,0,0,0,0,0,1,31,9.61,29.791,37.05
1,0,0,1,0,0,0,1,6,0.36,0.216,7.125
1,1,0,0,0,0,0,1,4,0.16,0.064,23.75
0,1,0,0,0,0,0,1,12,1.44,1.728,25.08
0,1,0,0,0,0,0,1,7,0.49,0.343,23.86875
0,0,0,1,0,0,0,1,18,3.24,5.832,7.125
0,0,1,0,0,0,0,1,25,6.25,15.625,20.30625
1,0,0,1,0,0,0,1,20,4,8,8.90625
0,0,1,0,0,0,0,1,9,0.81,0.729,19.59375
0,1,0,0,0,0,0,1,10,1,1,35.625
0,0,1,0,0,0,0,1,19,3.61,6.859,29.355
1,1,0,0,0,0,0,1,11,1.21,1.331,8.55
0,1,0,0,0,0,0,1,8,0.64,0.512,17.1
1,1,0,0,0,0,0,1,5,0.25,0.125,16.03125
0,0,0,1,0,0,0,1,29,8.41,24.389,21.489
1,0,0,1,0,0,0,1,23,5.29,12.167,4.071428571
0,0,1,0,0,0,0,1,4.5,0.2025,0.091125,4.885714286
1,0,1,0,0,0,0,1,25.5,6.5025,16.581375,20.58333333
1,0,0,1,0,0,0,1,10,1,1,14.25
0,1,0,0,0,0,0,1,7,0.49,0.343,21.375
0,1,0,0,0,0,0,1,3,0.09,0.027,5.777027027
0,1,0,0,0,0,0,1,2,0.04,0.008,14.9625
0,0,0,1,0,0,0,1,14,1.96,2.744,11.75625
1,0,0,1,0,0,0,1,21,4.41,9.261,10.6875
0,1,0,0,0,0,0,1,5,0.25,0.125,14.25
1,0,1,0,0,0,0,1,4.5,0.2025,0.091125,12.825
0,0,0,1,0,0,0,1,9,0.81,0.729,19
1,1,0,0,0,0,0,1,23,5.29,12.167,18.525
0,1,0,0,0,0,0,1,12,1.44,1.728,17.349375
1,0,1,0,0,0,0,1,17.5,3.0625,5.359375,20.30625
1,0,0,1,0,0,0,1,21,4.41,9.261,15.87857143
1,0,0,1,0,0,0,1,9,0.81,0.729,17.8125
0,0,0,1,0,0,0,1,17,2.89,4.913,8.90625
1,0,1,0,0,0,0,1,30.5,9.3025,28.372625,17.8125
0,1,0,0,0,0,0,1,3,0.09,0.027,37.875
1,1,0,0,0,0,0,1,22,4.84,10.648,39.1875
0,0,0,1,0,0,0,1,17,2.89,4.913,15
0,0,0,1,0,0,0,1,30,9,27,12.46875
0,0,0,1,0,0,0,1,8,0.64,0.512,12.46875
1,0,0,1,0,0,0,1,6,0.36,0.216,14.25
1,0,1,0,0,0,0,1,15.5,2.4025,3.723875,10.925
0,0,0,1,0,0,0,1,9,0.81,0.729,16.74375
1,1,0,0,0,0,0,1,3,0.09,0.027,16.125
1,0,0,1,0,0,0,1,26,6.76,17.576,6.4125
1,0,1,0,0,0,0,1,28,7.84,21.952,10.6882125
0,0,0,1,0,0,0,1,15,2.25,3.375,7.48125
0,0,0,1,0,0,0,1,9,0.81,0.729,7.125
1,0,0,1,0,0,0,1,11,1.21,1.331,9.5
1,0,1,0,0,0,0,1,7.5,0.5625,0.421875,39.08571429
0,0,1,0,0,0,0,1,7,0.49,0.343,8.9775
0,0,0,1,0,0,0,1,11,1.21,1.331,9.012162162
0,0,1,0,0,0,0,1,19.5,3.8025,7.414875,7.125
0,0,0,1,0,0,0,1,20,4,8,9
0,0,0,1,0,0,0,1,29,8.41,24.389,12.21428571
0,0,0,1,0,0,0,1,29,8.41,24.389,12.825
1,0,0,1,0,0,0,1,9,0.81,0.729,4.5
1,0,0,1,0,0,0,1,9,0.81,0.729,15.31875
1,1,0,0,0,0,0,1,15,2.25,3.375,29.2125
0,0,1,0,0,0,0,1,27.5,7.5625,20.796875,16.125
0,0,1,0,0,0,0,1,16,2.56,4.096,17.8125
0,0,0,1,0,0,0,1,13,1.69,2.197,9.75
1,0,0,1,0,0,0,1,9,0.81,0.729,14.25
1,0,1,0,0,0,0,1,13.5,1.8225,2.460375,12.1125
1,0,0,1,0,0,0,1,15,2.25,3.375,15.675
0,0,0,1,0,0,0,1,13,1.69,2.197,17.8125
0,1,0,0,0,0,0,1,2,0.04,0.008,45.6
0,1,0,0,0,0,0,1,14,1.96,2.744,24.9375
0,1,0,0,0,0,0,1,22,4.84,10.648,9.975
1,0,1,0,0,0,0,1,31,9.61,29.791,16.03125
1,1,0,0,0,0,0,1,14,1.96,2.744,20.30625
0,1,0,0,0,0,0,1,18,3.24,5.832,13.18125
1,1,0,0,0,0,0,1,4,0.16,0.064,26.05714286
0,0,1,0,0,0,0,1,27.5,7.5625,20.796875,20.1875
1,0,1,0,0,0,0,1,6.5,0.4225,0.274625,6.84
0,1,0,0,0,0,0,1,15,2.25,3.375,6.4125
1,0,0,1,0,0,0,1,7,0.49,0.343,5.550375
1,0,1,0,0,0,0,1,29.5,8.7025,25.672375,13.18125
0,0,0,1,0,0,0,1,9,0.81,0.729,8.5215
1,0,1,0,0,0,0,1,14.5,2.1025,3.048625,10.575
0,0,1,0,0,0,0,1,23,5.29,12.167,67.6875
0,0,0,1,0,0,0,1,21,4.41,9.261,13.02857143
1,0,1,0,0,0,0,1,13,1.69,2.197,16.03125
1,1,0,0,0,0,0,1,23,5.29,12.167,11.08333333
0,0,0,1,0,0,0,1,32,10.24,32.768,17.1
0,0,1,0,0,0,0,1,11.5,1.3225,1.520875,19
0,0,0,1,0,0,0,1,13,1.69,2.197,17.8125
1,1,0,0,0,0,0,1,10,1,1,35.625
0,1,0,0,0,0,0,1,23,5.29,12.167,71.25
1,1,0,0,0,0,0,1,3,0.09,0.027,8.221153846
0,1,0,0,0,0,0,1,13,1.69,2.197,17.45625
0,1,0,0,0,0,0,1,9,0.81,0.729,18.525
1,1,0,0,0,0,0,1,3,0.09,0.027,12.825
0,1,0,0,0,0,0,1,3,0.09,0.027,24.58125
0,1,0,0,0,0,0,1,2,0.04,0.008,1.425
0,0,1,0,0,0,0,1,8,0.64,0.512,18.13636364
0,1,0,0,0,0,0,1,6,0.36,0.216,24.9375
0,1,0,0,0,0,0,1,4,0.16,0.064,15.26785714
1,1,0,0,0,0,0,1,2,0.04,0.008,7.947115385
0,0,1,0,0,0,0,1,33.5,11.2225,37.595375,23.86875
0,1,0,0,0,0,0,1,4,0.16,0.064,14.25
0,0,1,0,0,0,0,1,18.5,3.4225,6.331625,16.03125
1,0,0,1,0,0,0,1,30,9,27,25.65
1,0,0,1,0,0,0,1,31,9.61,29.791,25.6507125
0,1,0,0,0,0,0,1,7,0.49,0.343,24.9375
0,1,0,0,0,0,0,1,31,9.61,29.791,14.25
0,0,1,0,0,0,0,1,4.5,0.2025,0.091125,26.71875
0,1,0,0,0,0,0,1,3,0.09,0.027,12.646875
1,1,0,0,0,0,0,1,2,0.04,0.008,8.42923125
0,0,0,1,0,0,0,1,33,10.89,35.937,28.5
0,0,1,0,0,0,0,1,6.5,0.4225,0.274625,18.525
1,0,0,1,0,0,0,1,34,11.56,39.304,6.4125
0,1,0,0,0,0,0,1,11,1.21,1.331,17.33108108
0,0,1,0,0,0,0,1,11,1.21,1.331,23.15625
0,0,0,1,0,0,0,1,18,3.24,5.832,14.25
0,0,1,0,0,0,0,1,13.5,1.8225,2.460375,16.03125
0,1,0,0,0,0,0,1,11,1.21,1.331,9.771428571
0,0,0,1,0,0,0,1,6,0.36,0.216,11.4
1,1,0,0,0,0,0,1,22,4.84,10.648,11.5425
0,1,0,0,0,0,0,1,11,1.21,1.331,31.03333333
0,0,1,0,0,0,0,1,14,1.96,2.744,21.1375
1,0,1,0,0,0,0,1,12,1.44,1.728,11.75625
0,1,0,0,0,0,0,1,11,1.21,1.331,43.84615385
1,1,0,0,0,0,0,1,4,0.16,0.064,26.46428571
0,1,0,0,0,0,0,1,27,7.29,19.683,88.35
0,0,1,0,0,0,0,1,22,4.84,10.648,24.58125
0,1,0,0,0,0,0,1,5,0.25,0.125,19.95
0,1,0,0,0,0,0,1,7,0.49,0.343,19.95
1,1,0,0,0,0,0,1,7,0.49,0.343,42.75
0,1,0,0,0,0,0,1,5,0.25,0.125,42.75
1,1,0,0,0,0,0,1,2,0.04,0.008,57
1,0,0,1,0,0,0,1,31,9.61,29.791,7.6
1,1,0,0,0,0,0,1,7,0.49,0.343,22.8
1,1,0,0,0,0,0,1,6,0.36,0.216,14.25
0,1,0,0,0,0,0,1,2,0.04,0.008,7.916666667
0,1,0,0,0,0,0,1,27,7.29,19.683,28.5
0,1,0,0,0,0,0,1,2,0.04,0.008,7.125
0,1,0,0,0,0,0,1,3,0.09,0.027,21.375
0,1,0,0,0,0,0,1,2,0.04,0.008,20.1875
1,1,0,0,0,0,0,1,10,1,1,90.25
0,1,0,0,0,0,0,1,8,0.64,0.512,24.9375
1,1,0,0,0,0,0,1,3,0.09,0.027,17.8125
0,1,0,0,0,0,0,1,12,1.44,1.728,20.52
1,0,0,1,0,0,0,1,11,1.21,1.331,5.364107143
0,1,0,0,0,0,0,1,4,0.16,0.064,30.08333333
0,1,0,0,0,0,0,1,27,7.29,19.683,35.625
0,0,0,1,0,0,0,1,35,12.25,42.875,25.65
0,1,0,0,0,0,0,1,14,1.96,2.744,16.03125
1,1,0,0,0,0,0,1,3,0.09,0.027,12.70285714
1,1,0,0,0,0,0,1,2,0.04,0.008,15.83333333
1,1,0,0,0,0,0,1,2,0.04,0.008,21.375
0,0,1,0,0,0,0,1,8,0.64,0.512,9.2625
0,1,0,0,0,0,0,1,3,0.09,0.027,22.8
1,1,0,0,0,0,0,1,3,0.09,0.027,27.14874375
0,0,0,1,0,0,0,1,31,9.61,29.791,2.772972973
0,1,0,0,0,0,0,1,2,0.04,0.008,21.375
1,1,0,0,0,0,0,1,2,0.04,0.008,11.4
0,0,0,1,0,0,0,1,8,0.64,0.512,12.95454545
1,1,0,0,0,0,0,1,6,0.36,0.216,18.88125
0,0,1,0,0,0,0,1,10,1,1,26.71875
0,1,0,0,0,0,0,1,15,2.25,3.375,12.21428571
0,1,0,0,0,0,0,1,9,0.81,0.729,23.15625
1,0,1,0,0,0,0,1,20,4,8,9.364285714
0,0,1,0,0,0,0,1,13,1.69,2.197,8.55
1,0,0,1,0,0,0,1,23,5.29,12.167,3.257142857
0,0,1,0,0,0,0,1,19.5,3.8025,7.414875,14.71467391
1,0,0,1,0,0,0,1,12,1.44,1.728,17.8125
1,1,0,0,0,0,0,1,4,0.16,0.064,10.6875
0,0,0,1,0,0,0,1,11,1.21,1.331,14.25
1,0,0,1,0,0,0,1,24,5.76,13.824,17.8125
0,0,1,0,0,0,0,1,33.5,11.2225,37.595375,21.375
0,0,0,1,0,0,0,1,28,7.84,21.952,16.19318182
0,1,0,0,0,0,0,1,23,5.29,12.167,19.82175
0,0,0,1,0,0,0,1,22,4.84,10.648,10.6875
1,1,0,0,0,0,0,1,11,1.21,1.331,17.8125
0,0,0,1,0,0,0,1,8,0.64,0.512,8.90625
0,0,0,1,0,0,0,1,16,2.56,4.096,14.9625
1,1,0,0,0,0,0,1,11,1.21,1.331,15.675
0,0,1,0,0,0,0,1,10.5,1.1025,1.157625,7.125
1,0,1,0,0,0,0,1,7.5,0.5625,0.421875,8.90625
0,1,0,0,0,0,0,1,2,0.04,0.008,14.25
1,0,1,0,0,0,0,1,13.5,1.8225,2.460375,8.90625
0,0,1,0,0,0,0,1,8.5,0.7225,0.614125,8.90625
0,0,0,1,0,0,0,1,25,6.25,15.625,17.8125
0,0,0,1,0,0,0,1,25,6.25,15.625,17.990625
0,0,0,1,0,0,0,1,6,0.36,0.216,4.275
0,0,0,1,0,0,0,1,25,6.25,15.625,7.814181818
1,0,0,1,0,0,0,1,18,3.24,5.832,21.375
0,1,0,0,0,0,0,1,6,0.36,0.216,22.8
0,1,0,0,0,0,0,1,31,9.61,29.791,18.81
1,1,0,0,0,0,0,1,4,0.16,0.064,14.9625
0,0,0,1,0,0,0,1,7,0.49,0.343,8.90625
0,0,0,1,0,0,0,1,10,1,1,5.7
0,1,0,0,0,0,0,1,8,0.64,0.512,22.02272727
0,1,0,0,0,0,0,1,3,0.09,0.027,9.5
1,0,0,1,0,0,0,1,28,7.84,21.952,1.1875
0,0,1,0,0,0,0,1,14.5,2.1025,3.048625,17.8125
0,1,0,0,0,0,0,1,5,0.25,0.125,71.25
0,0,0,1,0,0,0,1,11,1.21,1.331,22.95833333
1,0,1,0,0,0,0,1,8,0.64,0.512,21.375
1,1,0,0,0,0,0,1,11,1.21,1.331,14.9625
1,1,0,0,0,0,0,1,24,5.76,13.824,23.15625
1,0,1,0,0,0,0,1,7,0.49,0.343,10.125
0,0,0,1,0,0,0,1,23,5.29,12.167,7.695
1,1,0,0,0,0,0,1,11,1.21,1.331,14.25
0,0,1,0,0,0,0,1,4.5,0.2025,0.091125,17.8125
0,0,0,1,0,0,0,1,29,8.41,24.389,2.772972973
0,1,0,0,0,0,0,1,16,2.56,4.096,4.208360294
1,1,0,0,0,0,0,1,5,0.25,0.125,16.03125
1,0,1,0,0,0,0,1,16.5,2.7225,4.492125,24.9375
1,0,1,0,0,0,0,1,5,0.25,0.125,12.46875
0,0,1,0,0,0,0,1,16,2.56,4.096,7.125
1,0,1,0,0,0,0,1,6,0.36,0.216,8.55
0,0,0,1,0,0,0,1,7,0.49,0.343,12.46875
0,1,0,0,0,0,0,1,4,0.16,0.064,28.5
0,1,0,0,0,0,0,1,9,0.81,0.729,11.04375
1,1,0,0,0,0,0,1,8,0.64,0.512,12.825
0,1,0,0,0,0,0,1,6,0.36,0.216,21.53333333
0,1,0,0,0,0,0,1,28,7.84,21.952,32.0632125
0,0,1,0,0,0,0,1,9.5,0.9025,0.857375,12.4694625
1,1,0,0,0,0,0,1,13,1.69,2.197,20.30625
1,0,0,1,0,0,0,1,23,5.29,12.167,8.19375
0,1,0,0,0,0,0,1,20,4,8,23.86875
0,0,0,1,0,0,0,1,28,7.84,21.952,12.1125
0,0,0,1,0,0,0,1,25,6.25,15.625,16.74375
0,1,0,0,0,0,0,1,8,0.64,0.512,22.8
1,0,0,1,0,0,0,1,32,10.24,32.768,15.5625
1,0,0,1,0,0,0,1,33,10.89,35.937,10.125
0,0,1,0,0,0,0,1,12.5,1.5625,1.953125,14.25
1,0,1,0,0,0,0,1,24.5,6.0025,14.706125,18.88125
1,1,0,0,0,0,0,1,8,0.64,0.512,14.25
0,1,0,0,0,0,0,1,2,0.04,0.008,14.60625
1,0,1,0,0,0,0,1,14.5,2.1025,3.048625,14.25
0,1,0,0,0,0,0,1,7,0.49,0.343,16.74375
0,0,0,1,0,0,0,1,7,0.49,0.343,10.6875
0,0,0,1,0,0,0,1,12,1.44,1.728,8.90625
1,1,0,0,0,0,0,1,6,0.36,0.216,9.975
0,1,0,0,0,0,0,1,26,6.76,17.576,4.9875
0,1,0,0,0,0,0,1,5,0.25,0.125,7.125
0,1,0,0,0,0,0,1,7,0.49,0.343,31.35
0,1,0,0,0,0,0,1,5,0.25,0.125,14.25
0,1,0,0,0,0,0,1,6,0.36,0.216,19.95
0,1,0,0,0,0,0,1,4,0.16,0.064,10.33125
0,1,0,0,0,0,0,1,27,7.29,19.683,35.625
1,0,1,0,0,0,0,1,10,1,1,7.125
1,1,0,0,0,0,0,1,2,0.04,0.008,15.37321667
0,1,0,0,0,0,0,1,4,0.16,0.064,7.125
1,1,0,0,0,0,0,1,4,0.16,0.064,11.97
1,1,0,0,0,0,0,1,4,0.16,0.064,5.046875
1,1,0,0,0,0,0,1,12,1.44,1.728,34.9125
1,0,0,1,0,0,0,1,10,1,1,7.125
0,0,0,1,0,0,0,1,17,2.89,4.913,23.15625
0,0,0,1,0,0,0,1,11,1.21,1.331,19
1,1,0,0,0,0,0,1,4,0.16,0.064,11.4
1,1,0,0,0,0,0,1,4,0.16,0.064,17.1
0,1,0,0,0,0,0,1,15,2.25,3.375,42.75
1,1,0,0,0,0,0,1,4,0.16,0.064,17.1
1,1,0,0,0,0,0,1,2,0.04,0.008,8.55
1,0,1,0,0,0,0,1,5,0.25,0.125,16.03125
0,1,0,0,0,0,0,1,10,1,1,42.75
1,1,0,0,0,0,0,1,14,1.96,2.744,27.93
0,0,1,0,0,0,0,1,7,0.49,0.343,11.71666667
0,0,1,0,0,0,0,1,13,1.69,2.197,24.225
1,1,0,0,0,0,0,1,28,7.84,21.952,27.3125
0,0,1,0,0,0,0,1,25,6.25,15.625,10.33125
0,0,1,0,0,0,0,1,11,1.21,1.331,7.695
0,0,1,0,0,0,0,1,16.5,2.7225,4.492125,47.5
1,1,0,0,0,0,0,1,5,0.25,0.125,7.8375
1,0,1,0,0,0,0,1,10,1,1,8.33625
1,1,0,0,0,0,0,1,9,0.81,0.729,38.475
0,0,0,1,0,0,0,1,10,1,1,9.2625
0,0,0,1,0,0,0,1,19,3.61,6.859,12.0733125
0,0,1,0,0,0,0,1,9,0.81,0.729,22.325
0,0,0,1,0,0,0,1,28,7.84,21.952,9.2625
1,0,0,1,0,0,0,1,10,1,1,18.32142857
1,0,1,0,0,0,0,1,23.5,5.5225,12.977875,13.338
0,1,0,0,0,0,0,1,10,1,1,22.0875
1,0,0,1,0,0,0,1,28,7.84,21.952,16.03125
0,1,0,0,0,0,0,1,3,0.09,0.027,14.9625
1,1,0,0,0,0,0,1,26,6.76,17.576,43.4625
1,0,0,1,0,0,0,1,29,8.41,24.389,14.25
1,0,0,1,0,0,0,1,6,0.36,0.216,8.90625
1,0,0,1,0,0,0,1,28,7.84,21.952,12.03333333
0,1,0,0,0,0,0,1,7,0.49,0.343,14.82
1,0,0,1,0,0,0,1,11,1.21,1.331,7.41
1,1,0,0,0,0,0,1,19,3.61,6.859,23.5125
0,0,1,0,0,0,0,1,23.5,5.5225,12.977875,26.00625
1,0,0,1,0,0,0,1,24,5.76,13.824,17.8125
0,0,0,1,0,0,0,1,28,7.84,21.952,8.90625
0,1,0,0,0,0,0,1,17,2.89,4.913,12.46875
0,0,0,1,0,0,0,1,11,1.21,1.331,13.5375
0,0,0,1,0,0,0,1,16,2.56,4.096,23.86875
0,0,0,1,0,0,0,1,30,9,27,12.21428571
0,0,0,1,0,0,0,1,8,0.64,0.512,18.16875
0,0,1,0,0,0,0,1,16,2.56,4.096,18.525
0,1,0,0,0,0,0,1,9,0.81,0.729,3.0445125
0,0,0,1,0,0,0,1,14,1.96,2.744,12.35
0,1,0,0,0,0,0,1,5,0.25,0.125,32.775
0,0,1,0,0,0,0,1,23.5,5.5225,12.977875,33.06
0,0,1,0,0,0,0,1,18.5,3.4225,6.331625,17.278125
1,1,0,0,0,0,0,1,2,0.04,0.008,15.31875
0,0,0,1,0,0,0,1,35,12.25,42.875,15.9125
1,1,0,0,0,0,0,1,20,4,8,18.5257125
0,0,0,1,0,0,0,1,9,0.81,0.729,14.25
1,1,0,0,0,0,0,1,2,0.04,0.008,21.375
1,0,0,1,0,0,0,1,23,5.29,12.167,17.8125
1,1,0,0,0,0,0,1,25,6.25,15.625,15.83333333
1,1,0,0,0,0,0,1,19,3.61,6.859,11.4
0,0,1,0,0,0,0,1,5.5,0.3025,0.166375,10.17857143
1,1,0,0,0,0,0,1,3,0.09,0.027,8.90625
0,0,1,0,0,0,0,1,6,0.36,0.216,0.855
1,1,0,0,0,0,0,1,21,4.41,9.261,15.75
0,1,0,0,0,0,0,1,8,0.64,0.512,18.5625
0,0,0,1,0,0,0,1,30,9,27,16.03125
1,0,1,0,0,0,0,1,4.5,0.2025,0.091125,8.55
0,0,1,0,0,0,0,1,4.5,0.2025,0.091125,4.885714286
0,0,0,1,0,0,0,1,7,0.49,0.343,6.4125
0,0,1,0,0,0,0,1,8.5,0.7225,0.614125,6.05625
1,1,0,0,0,0,0,1,19,3.61,6.859,16.565625
0,0,0,1,0,0,0,1,25,6.25,15.625,9.975
0,0,0,1,0,0,0,1,33,10.89,35.937,12.46875
0,0,0,1,0,0,0,1,11,1.21,1.331,10.6875
0,0,0,1,0,0,0,1,32,10.24,32.768,8.55
1,0,0,1,0,0,0,1,11,1.21,1.331,4.604785714
0,0,1,0,0,0,0,1,6,0.36,0.216,22.95833333
0,0,0,1,0,0,0,1,6,0.36,0.216,14.25
1,0,0,1,0,0,0,1,9,0.81,0.729,10.6875
0,0,0,1,0,0,0,1,16,2.56,4.096,20.78125
1,0,1,0,0,0,0,1,12,1.44,1.728,8.086875
0,0,0,1,0,0,0,1,28,7.84,21.952,12.46875
1,0,0,1,0,0,0,1,12,1.44,1.728,3.5625
1,1,0,0,0,0,0,1,3,0.09,0.027,12.825
0,0,1,0,0,0,0,1,21.5,4.6225,9.938375,0.01425
1,0,0,1,0,0,0,1,15,2.25,3.375,12.46875
0,0,1,0,0,0,0,1,11,1.21,1.331,12.46875
0,1,0,0,0,0,0,1,3,0.09,0.027,14.271375
1,1,0,0,0,0,0,1,7,0.49,0.343,18.16875
0,1,0,0,0,0,0,1,5,0.25,0.125,15.4375
0,1,0,0,0,0,0,1,8,0.64,0.512,12.46875
0,0,0,1,0,0,0,1,6,0.36,0.216,5.7
0,1,0,0,0,0,0,1,2,0.04,0.008,17.8125
1,0,0,1,0,0,0,1,10,1,1,8.19375
0,0,1,0,0,0,0,1,11.5,1.3225,1.520875,9.975
1,0,1,0,0,0,0,1,27.5,7.5625,20.796875,12.9734375
0,1,0,0,0,0,0,1,2,0.04,0.008,8.142857143
0,0,0,1,0,0,0,1,7,0.49,0.343,13.68
0,0,0,1,0,0,0,1,18,3.24,5.832,19.43181818
0,0,1,0,0,0,0,1,8.5,0.7225,0.614125,15.186225
1,1,0,0,0,0,0,1,23,5.29,12.167,14.60625
